SHOT_ID_NUMBER,MATCH_ID,KNOCKOUT_MATCH,GAME_SEASON,OPPONENT,HOME_AWAY,DISTANCE_OF_SHOT,POWER_OF_SHOT,AREA_OF_SHOT,SHOT_BASICS,LOCATION_X,LOCATION_Y,REMAINING_MIN,IS_GOAL
2953,29700775,0,1997-98,MANU @ ORL,AWAY,36,1,Right Side(R),Mid Range,166,-16,2.05,0
2954,29700775,0,1997-98,MANU @ ORL,AWAY,23,2,Center(C),Goal Area,23,23,10.5,1
2955,29700775,0,1997-98,MANU @ ORL,AWAY,45,2,Left Side Center(LC),Penalty Spot,-186,169,9.666666667,1
2956,29700775,0,1997-98,MANU @ ORL,AWAY,20,2,Center(C),Goal Area,0,0,5.866666667,0
2957,29700775,0,1997-98,MANU @ ORL,AWAY,35,4,Right Side(R),Mid Range,0,10,10.7,0
2958,29700775,0,1997-98,MANU @ ORL,AWAY,20,4,Center(C),Goal Area,0,0,7.483333333,1
2959,29700775,0,1997-98,MANU @ ORL,AWAY,26,4,Center(C),Goal Line,33,57,6.816666667,0
2960,29700775,0,1997-98,MANU @ ORL,AWAY,44,4,Right Side Center(RC),Penalty Spot,115,216,4.633333333,1
2961,29700775,0,1997-98,MANU @ ORL,AWAY,44,4,Right Side Center(RC),Penalty Spot,113,220,1.3,0
2962,20200880,0,2002-03,MANU vs. IND,HOME,27,3,Center(C),Goal Line,0,0,3.95,1
2963,20200880,0,2002-03,MANU vs. IND,HOME,25,1,Center(C),Goal Line,51,30,5.566666667,1
2964,20200880,0,2002-03,MANU vs. IND,HOME,35,1,Center(C),Mid Range,69,140,4.516666667,0
2965,20200880,0,2002-03,MANU vs. IND,HOME,40,1,Left Side Center(LC),Mid Range,-146,150,2.55,1
2966,20200880,0,2002-03,MANU vs. IND,HOME,41,1,Left Side(L),Mid Range,-187,115,1.85,0
2967,20200880,0,2002-03,MANU vs. IND,HOME,37,1,Center(C),Mid Range,-159,61,0.3,0
2968,20200880,0,2002-03,MANU vs. IND,HOME,32,2,Left Side(L),Mid Range,-123,0,10.533333333,0
2969,20200880,0,2002-03,MANU vs. IND,HOME,38,2,Left Side(L),Mid Range,-163,97,5,0
2970,20200880,0,2002-03,MANU vs. IND,HOME,25,2,Center(C),Goal Line,-38,35,0.4333333333,0
2971,20200880,0,2002-03,MANU vs. IND,HOME,39,3,Right Side Center(RC),Mid Range,84,171,10.083333333,1
2972,20200880,0,2002-03,MANU vs. IND,HOME,20,1,Center(C),Goal Area,0,0,6.666666667,0
2973,20200880,0,2002-03,MANU vs. IND,HOME,28,3,Center(C),Goal Line,-39,71,5.233333333,1
2974,20200880,0,2002-03,MANU vs. IND,HOME,35,3,Left Side(L),Mid Range,-156,33,2.9,0
2975,20200880,0,2002-03,MANU vs. IND,HOME,48,3,Right Side Center(RC),Mid Range,164,233,94.2,0
2976,20200880,0,2002-03,MANU vs. IND,HOME,20,4,Center(C),Goal Area,0,0,9.2,1
2977,20200880,0,2002-03,MANU vs. IND,HOME,20,4,Center(C),Goal Area,0,0,6.266666667,1
2978,20200880,0,2002-03,MANU vs. IND,HOME,37,4,Center(C),Mid Range,36,173,5.15,1
2979,20200880,0,2002-03,MANU vs. IND,HOME,41,4,Right Side Center(RC),Mid Range,77,197,3.616666667,0
2980,20200880,0,2002-03,MANU vs. IND,HOME,26,4,Center(C),Goal Line,0,63,112.776666667,0
2981,20200880,0,2002-03,MANU vs. IND,HOME,45,4,Left Side Center(LC),Penalty Spot,-102,238,2.5,0
2982,20200880,0,2002-03,MANU vs. IND,HOME,31,4,Left Side(L),Mid Range,-117,-13,2.3,0
2983,20500471,0,2005-06,MANU vs. PHI,HOME,38,2,Right Side Center(RC),Mid Range,125,132,6.044006456,1
2984,20500471,0,2005-06,MANU vs. PHI,HOME,25,1,Center(C),Goal Line,41,41,5.316666667,0
2985,20500471,0,2005-06,MANU vs. PHI,HOME,48,1,Center(C),Penalty Spot,51,278,3.3,1
2986,20500471,0,2005-06,MANU vs. PHI,HOME,20,1,Center(C),Goal Area,0,0,2.833333333,0
2987,20500471,0,2005-06,MANU vs. PHI,HOME,40,1,Left Side Center(LC),Mid Range,-133,155,2.3,1
2988,20500471,0,2005-06,MANU vs. PHI,HOME,36,1,Right Side(R),Mid Range,146,86,0.9333333333,1
2989,20500471,0,2005-06,MANU vs. PHI,HOME,35,2,Left Side(L),Mid Range,-153,17,11.75,1
2990,20500471,0,2005-06,MANU vs. PHI,HOME,37,2,Right Side(R),Mid Range,143,99,10.45,0
2991,20500471,0,2005-06,MANU vs. PHI,HOME,40,2,Center(C),Mid Range,57,202,9.883333333,1
2992,20500471,0,2005-06,MANU vs. PHI,HOME,37,3,Right Side Center(RC),Mid Range,126,118,9.016666667,0
2993,20500471,0,2005-06,MANU vs. PHI,HOME,36,2,Right Side Center(RC),Mid Range,80,140,5.583333333,0
2994,20500471,0,2005-06,MANU vs. PHI,HOME,37,2,Right Side Center(RC),Mid Range,112,133,1.866666667,0
2995,20500471,0,2005-06,MANU vs. PHI,HOME,20,1,Center(C),Mid Range,0,0,10.966666667,0
2996,20500471,0,2005-06,MANU vs. PHI,HOME,46,2,Right Side Center(RC),Penalty Spot,133,233,0.5333333333,1
2997,20500471,0,2005-06,MANU vs. PHI,HOME,37,3,Right Side Center(RC),Mid Range,85,150,10.333333333,0
2998,20500471,0,2005-06,MANU vs. PHI,HOME,42,3,Left Side Center(LC),Mid Range,-141,173,8.566666667,1
2999,20500471,0,2005-06,MANU vs. PHI,HOME,38,3,Left Side(L),Mid Range,-177,68,7.916666667,0
3000,20500471,0,2005-06,MANU vs. PHI,HOME,20,3,Center(C),Goal Area,0,0,5.883333333,1
3001,20500471,0,2005-06,MANU vs. PHI,HOME,20,3,Center(C),Goal Area,0,0,3.466666667,1
3002,20500471,0,2005-06,MANU vs. PHI,HOME,20,3,Center(C),Goal Area,0,0,3.033333333,1
3003,20500471,0,2005-06,MANU vs. PHI,HOME,42,3,Left Side(L),Mid Range,-207,79,2.116666667,1
3004,20500471,0,2005-06,MANU vs. PHI,HOME,46,3,Left Side Center(LC),Penalty Spot,-145,219,1.716666667,1
3005,20500471,0,2005-06,MANU vs. PHI,HOME,45,3,Center(C),Penalty Spot,-164,196,0.6833333333,1
3006,20500471,0,2005-06,MANU vs. PHI,HOME,48,4,Right Side Center(RC),Penalty Spot,135,247,4.5,1
3007,20500471,0,2005-06,MANU vs. PHI,HOME,45,4,Right Side Center(RC),Penalty Spot,200,166,4.083333333,1
3008,41100165,1,2011-12,MANU vs. DEN,HOME,34,3,Left Side(L),Mid Range,-149,-16,8.833333333,0
3009,41100165,1,2011-12,MANU vs. DEN,HOME,23,1,Center(C),Goal Area,-10,33,11.066666667,0
3010,41100165,1,2011-12,MANU vs. DEN,HOME,47,1,Right Side Center(RC),Penalty Spot,162,224,7.383333333,0
3011,41100165,1,2011-12,MANU vs. DEN,HOME,32,1,Left Side(L),Goal Line,-68,99,5.416666667,0
3012,41100165,1,2011-12,MANU vs. DEN,HOME,23,1,Center(C),Goal Area,0,30,4.083333333,1
3013,41100165,1,2011-12,MANU vs. DEN,HOME,39,1,Right Side Center(RC),Mid Range,122,148,2.25,0
3014,41100165,1,2011-12,MANU vs. DEN,HOME,44,1,Left Side(L),Left Corner,-245,-14,1.9,0
3015,41100165,1,2011-12,MANU vs. DEN,HOME,22,1,Center(C),Goal Area,-11,0,0.9833333333,1
3016,41100165,1,2011-12,MANU vs. DEN,HOME,35,1,Center(C),Mid Range,72,142,0.2833333333,0
3017,41100165,1,2011-12,MANU vs. DEN,HOME,22,2,Center(C),Goal Area,-5,28,4.566666667,0
3018,41100165,1,2011-12,MANU vs. DEN,HOME,36,2,Left Side Center(LC),Mid Range,-97,132,3.8,1
3019,41100165,1,2011-12,MANU vs. DEN,HOME,21,2,Center(C),Goal Area,7,12,0.06666666667,1
3020,41100165,1,2011-12,MANU vs. DEN,HOME,42,3,Left Side Center(LC),Mid Range,-177,132,11.55,1
3021,41100165,1,2011-12,MANU vs. DEN,HOME,45,1,Left Side Center(LC),Penalty Spot,-97,238,11.6,0
3022,41100165,1,2011-12,MANU vs. DEN,AWAY,38,3,Center(C),Mid Range,-16,183,9.333333333,0
3023,41100165,1,2011-12,MANU vs. DEN,HOME,22,3,Center(C),Goal Area,-7,20,4,1
3024,41100165,1,2011-12,MANU vs. DEN,HOME,23,3,Center(C),Goal Area,2,37,3.433333333,1
3025,41100165,1,2011-12,MANU vs. DEN,HOME,46,3,Left Side Center(LC),Penalty Spot,-168,205,3.05,1
3026,41100165,1,2011-12,MANU vs. DEN,HOME,22,4,Center(C),Goal Area,1,22,11.783333333,0
3027,41100165,1,2011-12,MANU vs. DEN,HOME,27,4,Center(C),Goal Line,-76,17,11.183333333,0
3028,41100165,1,2011-12,MANU vs. DEN,HOME,32,4,Center(C),Mid Range,-52,112,11.083333333,1
3029,41100165,1,2011-12,MANU vs. DEN,HOME,46,4,Left Side Center(LC),Penalty Spot,-139,231,9.366666667,0
3030,41100165,1,2011-12,MANU vs. DEN,HOME,47,4,Left Side Center(LC),Penalty Spot,-128,241,2.55,1
3031,41100165,1,2011-12,MANU vs. DEN,HOME,46,4,Left Side Center(LC),Penalty Spot,-108,239,1.416666667,1
3032,41100165,1,2011-12,MANU vs. DEN,HOME,24,4,Center(C),Goal Line,-34,30,0.4666666667,0
3033,41100165,1,2011-12,MANU vs. DEN,HOME,47,4,Right Side Center(RC),Penalty Spot,106,252,0.3333333333,0
3034,41100165,1,2011-12,MANU vs. DEN,HOME,45,4,Left Side Center(LC),Penalty Spot,-183,184,0.08333333333,0
3035,40300155,1,2003-04,MANU vs. HOU,HOME,45,1,Right Side Center(RC),Penalty Spot,125,224,11.616666667,0
3036,40300155,1,2003-04,MANU vs. HOU,HOME,20,1,Center(C),Goal Area,0,0,8.35,0
3037,40300155,1,2003-04,MANU vs. HOU,HOME,24,1,Center(C),Goal Line,29,33,4.266666667,1
3038,40300155,1,2003-04,MANU vs. HOU,HOME,36,1,Right Side(R),Mid Range,154,45,3.666666667,1
3039,40300155,1,2003-04,MANU vs. HOU,HOME,20,2,Center(C),Goal Area,0,0,11.45,1
3040,40300155,1,2003-04,MANU vs. HOU,HOME,33,2,Left Side(L),Goal Line,-74,112,7.666666667,1
3041,40300155,1,2003-04,MANU vs. HOU,HOME,25,2,Center(C),Goal Line,52,13,6.4,0
3042,40300155,1,2003-04,MANU vs. HOU,HOME,20,2,Center(C),Mid Range,0,0,6.366666667,0
3043,40300155,1,2003-04,MANU vs. HOU,HOME,20,2,Center(C),Goal Area,0,0,4.883333333,1
3044,40300155,1,2003-04,MANU vs. HOU,HOME,20,2,Center(C),Goal Area,0,0,4.3,1
3045,40300155,1,2003-04,MANU vs. HOU,HOME,20,3,Center(C),Goal Area,0,0,6.533333333,1
3046,40300155,1,2003-04,MANU vs. HOU,HOME,24,3,Center(C),Goal Line,-3,48,1.8,1
3047,40300155,1,2003-04,MANU vs. HOU,HOME,45,3,Left Side Center(LC),Penalty Spot,-225,122,1.15,1
3048,40300155,1,2003-04,MANU vs. HOU,HOME,28,4,Left Side(L),Mid Range,0,-13,10.383333333,0
3049,40300155,1,2003-04,MANU vs. HOU,HOME,44,4,Right Side Center(RC),Penalty Spot,225,105,7.216666667,0
3050,40300155,1,2003-04,MANU vs. HOU,HOME,44,4,Right Side Center(RC),Penalty Spot,107,220,6.633333333,0
3051,20601016,0,2006-07,MANU @ MEM,AWAY,20,3,Center(C),Mid Range,0,0,8.633333333,1
3052,20601016,0,2006-07,MANU @ MEM,AWAY,45,1,Right Side Center(RC),Mid Range,154,201,10.183333333,0
3053,20601016,0,2006-07,MANU @ MEM,AWAY,36,1,Right Side(R),Mid Range,141,79,8.966666667,0
3054,20601016,0,2006-07,MANU @ MEM,AWAY,29,1,Center(C),Goal Line,-2,97,7.183333333,1
3055,20601016,0,2006-07,MANU @ MEM,AWAY,45,1,Right Side Center(RC),Penalty Spot,110,235,4.166666667,1
3056,20601016,0,2006-07,MANU @ MEM,AWAY,44,1,Right Side Center(RC),Penalty Spot,167,183,3.516666667,0
3057,20601016,0,2006-07,MANU @ MEM,AWAY,20,1,Center(C),Goal Area,0,0,0.8333333333,1
3058,20601016,0,2006-07,MANU @ MEM,AWAY,20,2,Center(C),Goal Area,0,0,6.044006456,1
3059,20601016,0,2006-07,MANU @ MEM,AWAY,38,2,Right Side Center(RC),Mid Range,75,168,5.133333333,0
3060,20601016,0,2006-07,MANU @ MEM,AWAY,27,2,Center(C),Goal Line,0,76,3.366666667,1
3061,20601016,0,2006-07,MANU @ MEM,AWAY,32,2,Right Side(R),Mid Range,123,23,2.433333333,0
3062,20601016,0,2006-07,MANU @ MEM,AWAY,37,2,Left Side Center(LC),Mid Range,-133,110,0.8,1
3063,20601016,0,2006-07,MANU @ MEM,AWAY,48,2,Right Side Center(RC),Penalty Spot,167,0,0.2833333333,1
3064,20601016,0,2006-07,MANU @ MEM,AWAY,36,1,Left Side Center(LC),Mid Range,-108,120,11.75,0
3065,20601016,0,2006-07,MANU @ MEM,AWAY,27,3,Center(C),Goal Line,57,43,9.316666667,0
3066,20601016,0,2006-07,MANU @ MEM,AWAY,35,3,Right Side(R),Mid Range,156,17,7.233333333,0
3067,20601016,0,2006-07,MANU @ MEM,AWAY,25,3,Center(C),Goal Line,47,23,6.1,0
3068,20601016,0,2006-07,MANU @ MEM,AWAY,47,3,Right Side Center(RC),Penalty Spot,161,220,3.383333333,1
3069,20601016,0,2006-07,MANU @ MEM,AWAY,40,3,Right Side(R),Mid Range,172,117,0.08333333333,1
3070,20601016,0,2006-07,MANU @ MEM,AWAY,20,4,Center(C),Goal Area,0,0,11.666666667,1
3071,20601016,0,2006-07,MANU @ MEM,AWAY,47,3,Right Side Center(RC),Penalty Spot,172,209,10.983333333,0
3072,20601016,0,2006-07,MANU @ MEM,AWAY,36,4,Left Side Center(LC),Mid Range,-54,161,9.016666667,0
3073,20601016,0,2006-07,MANU @ MEM,AWAY,20,4,Center(C),Mid Range,0,0,8.666666667,1
3074,20601016,0,2006-07,MANU @ MEM,AWAY,33,3,Right Side(R),Mid Range,133,20,6.9,0
3075,20601016,0,2006-07,MANU @ MEM,AWAY,38,3,Left Side(L),Mid Range,-181,25,5.333333333,0
3076,20601016,0,2006-07,MANU @ MEM,AWAY,20,4,Center(C),Goal Area,0,0,1.7,1
3077,20601016,0,2006-07,MANU @ MEM,AWAY,54.728,4,Right Side Center(RC),Mid Range,133,164,0.6333333333,0
3078,20500689,0,2005-06,MANU @ NOK,AWAY,34,1,Right Side(R),Mid Range,148,10,75.79,0
3079,20500689,0,2005-06,MANU @ NOK,AWAY,36,1,Right Side(R),Mid Range,146,79,9.483333333,0
3080,20500689,0,2005-06,MANU @ NOK,AWAY,44,1,Right Side Center(RC),Mid Range,164,184,9.416666667,1
3081,20500689,0,2005-06,MANU @ NOK,AWAY,36,1,Right Side(R),Mid Range,161,30,8.933333333,1
3082,20500689,0,2005-06,MANU @ NOK,AWAY,31,1,Right Side(R),Mid Range,89,68,8.283333333,1
3083,20500689,0,2005-06,MANU @ NOK,AWAY,36,1,Left Side(L),Mid Range,-135,94,6.483333333,1
3084,20500689,0,2005-06,MANU @ NOK,AWAY,44,1,Left Side Center(LC),Penalty Spot,-128,207,5.9,1
3085,20500689,0,2005-06,MANU @ NOK,AWAY,44,1,Right Side Center(RC),Penalty Spot,166,178,4.85,1
3086,20500689,0,2005-06,MANU @ NOK,AWAY,44,1,Left Side Center(LC),Penalty Spot,-191,153,4,0
3087,20500689,0,2005-06,MANU @ NOK,AWAY,44,1,Left Side Center(LC),Penalty Spot,-172,181,2.466666667,0
3088,20500689,0,2005-06,MANU @ NOK,AWAY,20,1,Center(C),Goal Area,0,0,1.216666667,1
3089,20500689,0,2005-06,MANU @ NOK,AWAY,36,1,Left Side(L),Mid Range,-153,72,0.6666666667,0
3090,20500689,0,2005-06,MANU @ NOK,AWAY,44,2,Left Side Center(LC),Penalty Spot,-187,164,9.303333333,0
3091,20500689,0,2005-06,MANU @ NOK,AWAY,26,3,Center(C),Goal Line,-2,68,7.516666667,0
3092,20500689,0,2005-06,MANU @ NOK,AWAY,34,2,Right Side(R),Mid Range,131,54,2.533333333,0
3093,20500689,0,2005-06,MANU @ NOK,AWAY,45,2,Right Side Center(RC),Penalty Spot,158,202,0,1
3094,20500689,0,2005-06,MANU @ NOK,AWAY,45,3,Left Side Center(LC),Penalty Spot,-200,153,10.466666667,0
3095,20500689,0,2005-06,MANU @ NOK,AWAY,20,3,Center(C),Goal Area,0,0,5.333333333,1
3096,20500689,0,2005-06,MANU @ NOK,AWAY,44,3,Right Side Center(RC),Penalty Spot,140,204,0.9166666667,0
3097,20500689,0,2005-06,MANU @ NOK,AWAY,20,4,Center(C),Goal Area,0,0,3.35,0
3098,20500689,0,2005-06,MANU @ NOK,AWAY,36,4,Right Side(R),Mid Range,159,23,3.15,1
3099,20500689,0,2005-06,MANU @ NOK,AWAY,35,4,Right Side(R),Mid Range,153,15,2.183333333,0
3100,20000258,0,2000-01,MANU vs. PHI,HOME,20,1,Center(C),Goal Area,0,0,9.95,1
3101,20000258,0,2000-01,MANU vs. PHI,HOME,37,1,Left Side Center(LC),Mid Range,-65,0,7.45,1
3102,20000258,0,2000-01,MANU vs. PHI,HOME,35,1,Right Side(R),Mid Range,81,133,6.8,1
3103,20000258,0,2000-01,MANU vs. PHI,HOME,37,1,Right Side Center(RC),Mid Range,138,110,3.55,0
3104,20000258,0,2000-01,MANU vs. PHI,HOME,65,1,Right Side Center(RC),Penalty Spot,231,394,0,0
3105,20000258,0,2000-01,MANU vs. PHI,HOME,20,3,Center(C),Mid Range,5,205,11.35,0
3106,20000258,0,2000-01,MANU vs. PHI,HOME,35,3,Center(C),Mid Range,-44,148,10.683333333,0
3107,20000258,0,2000-01,MANU vs. PHI,HOME,22,2,Center(C),Goal Area,18,23,9.433333333,1
3108,20000258,0,2000-01,MANU vs. PHI,HOME,35,2,Right Side(R),Mid Range,123,89,8.1,1
3109,20000258,0,2000-01,MANU vs. PHI,HOME,35,2,Left Side(L),Mid Range,-92,127,5.8,0
3110,20000258,0,2000-01,MANU vs. PHI,HOME,20,2,Center(C),Goal Area,0,0,5.383333333,1
3111,20000258,0,2000-01,MANU vs. PHI,HOME,45,2,Center(C),Penalty Spot,32,257,3.666666667,0
3112,20000258,0,2000-01,MANU vs. PHI,HOME,28,2,Center(C),Mid Range,33,78,2.566666667,0
3113,20000258,0,2000-01,MANU vs. PHI,HOME,42,2,Left Side(L),Mid Range,0,0,0,0
3114,20000258,0,2000-01,MANU vs. PHI,HOME,39,3,Right Side Center(RC),Mid Range,123,148,9.45,0
3115,20000258,0,2000-01,MANU vs. PHI,HOME,20,3,Center(C),Goal Area,0,0,9.35,0
3116,20000258,0,2000-01,MANU vs. PHI,HOME,38,3,Left Side Center(LC),Mid Range,-122,137,6.6,1
3117,20000258,0,2000-01,MANU vs. PHI,HOME,32,3,Right Side(R),Mid Range,123,-15,4.766666667,1
3118,20000258,0,2000-01,MANU vs. PHI,HOME,34,3,Left Side(L),Mid Range,-149,-15,4.266666667,1
3119,20000258,0,2000-01,MANU vs. PHI,HOME,44,4,Right Side(R),Right Corner,237,40,11.433333333,1
3120,20000258,0,2000-01,MANU vs. PHI,HOME,36,4,Center(C),Mid Range,-1,160,10.216666667,0
3121,20000258,0,2000-01,MANU vs. PHI,HOME,37,4,Left Side(L),Mid Range,-176,-15,6.583333333,0
3122,20000258,0,2000-01,MANU vs. PHI,HOME,20,4,Center(C),Goal Area,0,0,6.066666667,1
3123,20000258,0,2000-01,MANU vs. PHI,HOME,20,4,Center(C),Goal Area,0,0,1.4,1
3124,20000852,0,2000-01,MANU @ VAN,AWAY,41,1,Left Side Center(LC),Mid Range,-122,173,10.65,0
3125,20000852,0,2000-01,MANU @ VAN,AWAY,39,1,Left Side(L),Mid Range,-191,0,0.4166666667,1
3126,20000852,0,2000-01,MANU @ VAN,AWAY,58,1,Center(C),Mid Range,-44,384,0,0
3127,20000852,0,2000-01,MANU @ VAN,AWAY,21,2,Center(C),Goal Area,5,13,8.65,1
3128,20000852,0,2000-01,MANU @ VAN,AWAY,37,2,Center(C),Mid Range,117,135,5.45,1
3129,20000852,0,2000-01,MANU @ VAN,AWAY,42,2,Right Side Center(RC),Mid Range,132,179,2.416666667,1
3130,20000852,0,2000-01,MANU @ VAN,AWAY,36,2,Right Side(R),Mid Range,159,40,2.066666667,0
3131,20000852,0,2000-01,MANU @ VAN,AWAY,40,3,Left Side Center(LC),Mid Range,-164,125,2.15,0
3132,20000852,0,2000-01,MANU @ VAN,AWAY,22,3,Center(C),Goal Area,-1,26,1.5,0
3133,20000852,0,2000-01,MANU @ VAN,AWAY,45,4,Center(C),Penalty Spot,11,251,7.833333333,0
3134,20000852,0,2000-01,MANU @ VAN,AWAY,38,4,Right Side(R),Mid Range,172,59,6.316666667,0
3135,20000852,0,2000-01,MANU @ VAN,AWAY,25,4,Center(C),Goal Line,-50,26,4.85,1
3136,20000852,0,2000-01,MANU @ VAN,AWAY,25,4,Center(C),Goal Line,-1,53,3.75,0
3137,29900787,0,1999-00,MANU vs. BOS,HOME,20,1,Center(C),Goal Area,0,0,9.366666667,1
3138,29900787,0,1999-00,MANU vs. BOS,HOME,37,1,Right Side(R),Mid Range,147,100,8.033333333,0
3139,29900787,0,1999-00,MANU vs. BOS,HOME,30,1,Right Side(R),Mid Range,102,38,6.044006456,0
3140,29900787,0,1999-00,MANU vs. BOS,HOME,33,2,Right Side(R),Mid Range,132,0,0.4,0
3141,29900787,0,1999-00,MANU vs. BOS,HOME,31,3,Right Side(R),Mid Range,117,-23,10.833333333,0
3142,29900787,0,1999-00,MANU vs. BOS,HOME,20,3,Center(C),Goal Area,0,0,9.7,1
3143,29900787,0,1999-00,MANU vs. BOS,HOME,20,3,Center(C),Mid Range,0,0,9.2,1
3144,29900787,0,1999-00,MANU vs. BOS,HOME,20,3,Center(C),Goal Area,0,0,7.55,1
3145,29900787,0,1999-00,MANU vs. BOS,HOME,39,4,Center(C),Mid Range,-40,0,11.716666667,1
3146,29900787,0,1999-00,MANU vs. BOS,HOME,29,4,Left Side(L),Mid Range,-96,21,8.4,0
3147,20800365,0,2008-09,MANU vs. NYK,HOME,47,1,Center(C),Penalty Spot,59,269,10.216666667,0
3148,20800365,0,2008-09,MANU vs. NYK,HOME,28,1,Center(C),Goal Line,-23,80,9.9,1
3149,20800365,0,2008-09,MANU vs. NYK,HOME,35,1,Center(C),Mid Range,56,149,6.033333333,1
3150,20800365,0,2008-09,MANU vs. NYK,HOME,20,1,Center(C),Goal Area,0,0,5.233333333,1
3151,20800365,0,2008-09,MANU vs. NYK,HOME,24,1,Center(C),Goal Line,-21,45,2.9,0
3152,20800365,0,2008-09,MANU vs. NYK,HOME,20,2,Center(C),Goal Area,0,0,10.483333333,0
3153,20800365,0,2008-09,MANU vs. NYK,HOME,39,2,Center(C),Mid Range,-8,197,5,0
3154,20800365,0,2008-09,MANU vs. NYK,HOME,41,3,Center(C),Mid Range,31,216,11.583333333,1
3155,20800365,0,2008-09,MANU vs. NYK,HOME,36,3,Right Side Center(RC),Mid Range,53,157,10.583333333,1
3156,20800365,0,2008-09,MANU vs. NYK,HOME,36,3,Right Side Center(RC),Mid Range,97,138,6.3,1
3157,20800365,0,2008-09,MANU vs. NYK,HOME,28,3,Left Side(L),Mid Range,-87,9,4.233333333,0
3158,20800365,0,2008-09,MANU vs. NYK,HOME,27,3,Center(C),Goal Line,0,67,3.95,1
3159,20800365,0,2008-09,MANU vs. NYK,HOME,37,3,Right Side Center(RC),Mid Range,67,165,2.466666667,0
3160,20800365,0,2008-09,MANU vs. NYK,HOME,37,4,Right Side Center(RC),Mid Range,0,154,7.55,1
3161,20800365,0,2008-09,MANU vs. NYK,HOME,20,4,Center(C),Goal Area,0,0,6.55,1
3162,20800365,0,2008-09,MANU vs. NYK,HOME,43,4,Left Side(L),Left Corner,-234,50,5.85,1
3163,20800365,0,2008-09,MANU vs. NYK,HOME,27,4,Center(C),Goal Line,-18,77,3.916666667,0
3164,20800365,0,2008-09,MANU vs. NYK,HOME,38,4,Left Side Center(LC),Mid Range,-142,123,1.633333333,1
3165,20500852,0,2005-06,MANU @ POR,AWAY,38,1,Right Side(R),Mid Range,179,26,0.4666666667,0
3166,20500852,0,2005-06,MANU @ POR,AWAY,32,2,Left Side(L),Mid Range,-123,-1,8.35,0
3167,20500852,0,2005-06,MANU @ POR,AWAY,20,2,Center(C),Goal Area,0,0,6.1,0
3168,20500852,0,2005-06,MANU @ POR,AWAY,44,2,Left Side Center(LC),Penalty Spot,-168,174,5.666666667,0
3169,20500852,0,2005-06,MANU @ POR,AWAY,20,2,Center(C),Goal Area,0,0,4.75,0
3170,20500852,0,2005-06,MANU @ POR,AWAY,27,2,Center(C),Goal Line,69,22,54.673333333,1
3171,20500852,0,2005-06,MANU @ POR,AWAY,42,2,Left Side Center(LC),Mid Range,-163,148,1.563093333,0
3172,20500852,0,2005-06,MANU @ POR,AWAY,39,3,Center(C),Mid Range,0,199,11.1,1
3173,20500852,0,2005-06,MANU @ POR,AWAY,40,3,Left Side(L),Mid Range,-204,36,10.566666667,1
3174,20500852,0,2005-06,MANU @ POR,AWAY,44,3,Center(C),Penalty Spot,66,233,10.133333333,0
3175,20500852,0,2005-06,MANU @ POR,AWAY,39,3,Left Side(L),Mid Range,-187,68,9.066666667,0
3176,20500852,0,2005-06,MANU @ POR,AWAY,43,3,Left Side Center(LC),Mid Range,-166,161,6.383333333,1
3177,20500852,0,2005-06,MANU @ POR,AWAY,41,3,Center(C),Mid Range,54,209,4.766666667,1
3178,20500852,0,2005-06,MANU @ POR,AWAY,46,3,Center(C),Penalty Spot,-222,140,2.033333333,0
3179,20500852,0,2005-06,MANU @ POR,AWAY,42,4,Center(C),Mid Range,67,219,6.533333333,1
3180,20500852,0,2005-06,MANU @ POR,AWAY,25,4,Center(C),Goal Line,-54,23,4.8,0
3181,20500852,0,2005-06,MANU @ POR,AWAY,40,4,Center(C),Mid Range,26,204,3.333333333,1
3182,20500852,0,2005-06,MANU @ POR,AWAY,29,4,Center(C),Goal Line,0,0,2.766666667,0
3183,20500852,0,2005-06,MANU @ POR,AWAY,44,4,Left Side Center(LC),Penalty Spot,-138,0,0.7666666667,0
3184,20500852,0,2005-06,MANU @ POR,AWAY,44,4,Left Side Center(LC),Penalty Spot,0,153,0.06666666667,0
3185,21200326,0,2012-13,MANU @ WAS,AWAY,27,3,Center(C),Goal Line,-70,-10,6.6,0
3186,21200326,0,2012-13,MANU @ WAS,AWAY,20,1,Left Side Center(LC),Penalty Spot,-185,154,9.6,0
3187,21200326,0,2012-13,MANU @ WAS,AWAY,26,1,Center(C),Goal Line,23,66,8.35,0
3188,21200326,0,2012-13,MANU @ WAS,AWAY,41,1,Right Side(R),Mid Range,209,-33,4.833333333,0
3189,21200326,0,2012-13,MANU @ WAS,AWAY,20,1,Center(C),Goal Area,2,-8,4.166666667,1
3190,21200326,0,2012-13,MANU @ WAS,AWAY,30,1,Center(C),Goal Line,21,99,3.65,1
3191,21200326,0,2012-13,MANU @ WAS,AWAY,33,1,Center(C),Goal Line,-54,123,2.9,0
3192,21200326,0,2012-13,MANU @ WAS,AWAY,45,1,Right Side Center(RC),Penalty Spot,170,194,2.383333333,0
3193,21200326,0,2012-13,MANU @ WAS,AWAY,30,1,Center(C),Goal Line,73,80,0.15,1
3194,21200326,0,2012-13,MANU @ WAS,AWAY,43,3,Right Side(R),Right Corner,233,-22,3.433333333,0
3195,21200326,0,2012-13,MANU @ WAS,AWAY,39,3,Right Side(R),Mid Range,196,-28,8.05,0
