SHOT_ID_NUMBER,MATCH_ID,DISTANCE_OF_SHOT,POWER_OF_SHOT,AREA_OF_SHOT,SHOT_BASICS,LOCATION_X,LOCATION_Y,REMAINING_MIN,IS_GOAL,TIMESTAMP
3976,20300208,45,3,2,2,151,202,9.25,1,2022-10-09
3983,20300208,43,3,5,6,-237,3,11.583333333,0,2022-10-09
3984,20300208,89,3,1,4,0,0,5.966666667,1,2022-10-09
3975,20300208,33,1,3,5,138,13,10.4,0,2022-10-09
3978,20300208,20,1,1,4,0,0,6.050956805,1,2022-10-09
3979,20300208,31,1,3,1,77,79,2.8,1,2022-10-09
3980,20300208,32,2,3,5,0,-23,1.466666667,0,2022-10-09
3981,20300208,20,2,1,4,0,0,0.7166666667,1,2022-10-09
3982,20300208,31,3,5,5,0,82,11.633333333,0,2022-10-09
3985,20300222,46,1,1,2,-28,261,4.366666667,0,2022-10-09
3986,20300222,20,2,1,4,0,0,8.833333333,1,2022-10-09
3990,20300222,45,3,2,2,207,151,6.616666667,1,2022-10-09
3989,20300222,27,3,1,1,67,25,9.216666667,1,2022-10-09
3988,20300222,20,2,1,4,0,0,1.233333333,1,2022-10-09
3987,20300222,38,2,2,5,113,143,8.483333333,0,2022-10-09
3992,20300234,20,1,1,4,0,0,6.883333333,1,2022-10-09
3999,20300234,45,3,1,2,66,250,6.95,1,2022-10-09
3998,20300234,20,2,1,4,0,0,3.9,1,2022-10-09
3996,20300234,30,2,1,1,-29,102,7.816666667,1,2022-10-09
3997,20300234,41,2,2,5,121,178,6.266666667,0,2022-10-09
3991,20300234,20,3,1,4,0,0,7.416666667,0,2022-10-09
3993,20300234,20,3,1,4,0,0,5.666666667,0,2022-10-09
3994,20300234,27,1,1,1,-23,69,4.533333333,0,2022-10-09
3995,20300234,27,2,1,1,-38,66,8.283333333,0,2022-10-09
4008,20300251,24,3,1,1,41,8,1.516666667,1,2022-10-09
4000,20300251,39,1,2,5,117,160,11.4,0,2022-10-09
4001,20300251,22,1,1,4,24,13,10.716666667,0,2022-10-09
4002,20300251,43,1,3,3,232,49,4.2,1,2022-10-09
4004,20300251,28,2,5,5,-82,5,11.3,0,2022-10-09
4009,20300251,44,3,2,2,217,115,0.4666666667,0,2022-10-09
4010,20300251,36,3,5,5,-148,71,0,0,2022-10-09
4011,20300251,22,4,1,4,15,18,9.433333333,0,2022-10-09
4012,20300251,36,4,2,5,59,0,9.266666667,1,2022-10-09
4013,20300251,23,4,1,4,0,31,8.216666667,0,2022-10-09
4014,20300251,37,4,1,5,10,174,6.916666667,0,2022-10-09
4015,20300251,22,4,1,4,20,10,5.966666667,1,2022-10-09
4016,20300251,31,4,1,1,41,105,0.8166666667,0,2022-10-09
4007,20300251,26,3,1,5,-61,13,8,0,2022-10-09
4006,20300251,39,2,1,5,-49,187,1.516666667,0,2022-10-09
4005,20300251,33,3,5,5,-135,0,9.266666667,1,2022-10-09
4003,20300251,21,2,1,4,13,12,11.783333333,1,2022-10-09
4030,20300258,41,3,2,5,159,143,0.5166666667,0,2022-10-09
4027,20300258,43,3,5,6,-230,-9,3.45,0,2022-10-09
4031,20300258,20,4,1,4,0,0,4.95,1,2022-10-09
4032,20300258,20,3,1,4,0,0,3.866666667,0,2022-10-09
4033,20300258,20,4,1,4,0,0,3.016666667,0,2022-10-09
4029,20300258,29,3,3,5,89,45,2.35,0,2022-10-09
4017,20300258,33,1,1,1,15,137,6.15,0,2022-10-09
4018,20300258,29,2,3,5,89,26,100.9,0,2022-10-09
4019,20300258,42,2,1,5,200,0,5.75,0,2022-10-09
4020,20300258,41,2,3,5,194,89,5.183333333,1,2022-10-09
4021,20300258,38,2,1,5,21,181,4.216666667,0,2022-10-09
4022,20300258,88,2,6,7,-186,664,0,0,2022-10-09
4023,20300258,44,3,2,2,154,194,11.483333333,1,2022-10-09
4024,20300258,44,3,5,6,-233,64,6.933333333,1,2022-10-09
4025,20300258,25,3,1,1,36,41,5.566666667,1,2022-10-09
4026,20300258,20,3,1,4,0,0,5.65,0,2022-10-09
4028,20300258,20,3,1,4,0,0,3,1,2022-10-09
4041,20300284,34,4,3,5,130,61,3.05,0,2022-10-09
4038,20300284,35,2,5,5,-117,95,0.4333333333,0,2022-10-09
4042,20300284,20,4,1,4,0,0,2.083333333,0,2022-10-09
4034,20300284,45,1,1,2,16,257,3.583333333,1,2022-10-09
4035,20300284,41,1,2,5,123,173,1.683333333,1,2022-10-09
4036,20300284,39,2,4,5,-131,146,11.633333333,0,2022-10-09
4037,20300284,20,2,1,4,0,0,10.916666667,0,2022-10-09
4039,20300284,22,3,1,4,14,17,5.183333333,1,2022-10-09
4040,20300284,34,4,1,5,143,17,10.366666667,0,2022-10-09
4053,20300298,20,3,1,4,0,0,9.2,0,2022-10-09
4043,20300298,20,1,1,4,0,0,9.25,1,2022-10-09
4044,20300298,29,1,1,1,3,92,7.65,1,2022-10-09
4045,20300298,38,1,4,5,-112,141,6.733333333,0,2022-10-09
4046,20300298,22,1,1,4,-26,5,4.35,0,2022-10-09
4047,20300298,20,3,1,4,0,0,11.266666667,1,2022-10-09
4048,20300298,40,3,2,5,103,174,7.683333333,0,2022-10-09
4049,20300298,25,2,1,1,5,53,7.233333333,0,2022-10-09
4051,20300298,20,2,1,4,0,0,4.383333333,0,2022-10-09
4052,20300298,40,3,3,5,199,56,9.816666667,1,2022-10-09
4054,20300298,38,4,2,5,67,171,1.133333333,0,2022-10-09
4050,20300298,20,2,1,4,0,0,6.35,1,2022-10-09
4061,20300318,36,2,2,5,90,138,4.866666667,1,2022-10-09
4055,20300318,37,1,3,5,171,-28,11.116666667,0,2022-10-09
4056,20300318,20,1,1,4,0,0,6.45,0,2022-10-09
4057,20300318,25,3,1,1,-10,51,0.95,0,2022-10-09
4058,20300318,45,2,2,2,148,204,62.933333333,0,2022-10-09
4059,20300318,38,2,4,5,-72,173,7.416666667,0,2022-10-09
4060,20300318,54,2,1,4,0,0,5.866666667,1,2022-10-09
4062,20300318,40,2,2,5,97,183,3.116666667,0,2022-10-09
4063,20300318,38,3,4,5,-82,168,1.733333333,0,2022-10-09
4064,20300318,20,3,1,4,0,0,0.35,0,2022-10-09
4065,20300318,20,4,1,4,0,0,10.833333333,1,2022-10-09
4078,20300326,44,4,4,2,0,204,0.15,0,2022-10-09
4077,20300326,46,4,4,2,-212,153,3.533333333,0,2022-10-09
4076,20300326,20,4,1,4,0,0,4.433333333,1,2022-10-09
4066,20300326,40,2,3,5,205,-9,11.066666667,1,2022-10-09
4075,20300326,20,4,1,4,0,0,5.45,1,2022-10-09
4074,20300326,20,4,1,4,0,0,6.75,1,2022-10-09
4073,20300326,20,3,1,4,0,0,3.133333333,1,2022-10-09
4072,20300326,20,3,1,4,0,0,4.833333333,1,2022-10-09
4071,20300326,28,3,5,5,-82,5,6.050956805,0,2022-10-09
4070,20300326,41,2,3,5,210,5,0.3666666667,0,2022-10-09
4069,20300326,20,2,1,4,0,0,4.183333333,1,2022-10-09
4068,20300326,38,2,4,5,-64,174,4.85,0,2022-10-09
4067,20300326,36,2,3,5,159,26,6.883333333,1,2022-10-09
4084,20300369,30,4,3,5,0,-23,8.8,0,2022-10-09
4079,20300369,36,2,2,5,120,114,5.783333333,0,2022-10-09
4080,20300369,42,2,2,5,120,187,1.533333333,0,2022-10-09
4081,20300369,20,3,1,4,0,0,45.406666667,1,2022-10-09
4082,20300369,20,3,1,4,0,0,9.966666667,1,2022-10-09
4083,20300369,45,3,4,2,-222,120,8.9,0,2022-10-09
4085,20300369,40,4,5,5,-202,-3,8.133333333,1,2022-10-09
4087,20300369,40,4,2,5,0,158,1.516666667,0,2022-10-09
4086,20300369,37,4,1,5,-138,107,2.65,0,2022-10-09
4088,20300385,20,1,1,4,0,0,6.3,1,2022-10-09
4089,20300385,20,2,1,4,0,0,0.05,0,2022-10-09
4090,20300385,20,3,1,4,0,0,10.5,0,2022-10-09
4091,20300385,44,3,2,2,172,174,8.45,0,2022-10-09
4092,20300385,39,4,4,5,-107,163,10.3,0,2022-10-09
4093,20300385,20,4,1,4,0,0,9.75,0,2022-10-09
4094,20300385,20,4,1,4,0,0,9.716666667,0,2022-10-09
4095,20300385,39,4,4,5,-149,125,8.266666667,0,2022-10-09
4097,20300400,20,2,1,4,0,0,6.866666667,1,2022-10-09
4106,20300400,44,4,2,2,189,158,4.133333333,1,2022-10-09
4098,20300400,22,2,1,4,0,17,4.35,0,2022-10-09
4100,20300400,20,3,1,4,0,0,8.066666667,1,2022-10-09
4101,20300400,22,3,1,4,21,20,7.583333333,0,2022-10-09
4105,20300400,20,4,1,4,0,0,6.416666667,1,2022-10-09
4104,20300400,48,4,4,2,-133,253,6.9,0,2022-10-09
4103,20300400,20,3,1,4,0,0,4.833333333,0,2022-10-09
4102,20300400,20,3,1,4,0,0,5.9,1,2022-10-09
4099,20300400,26,3,1,1,61,20,9.65,0,2022-10-09
4096,20300400,20,1,1,4,0,0,4.066666667,1,2022-10-09
4107,20300400,45,4,2,2,80,240,2.416666667,1,2022-10-09
4108,20300400,46,4,2,2,167,0,1.816666667,1,2022-10-09
4114,20300403,36,3,5,5,0,-11,9.116666667,1,2022-10-09
4125,20300403,37,4,4,5,-108,137,1.583333333,0,2022-10-09
4124,20300403,29,4,3,5,90,-3,2.983333333,0,2022-10-09
4123,20300403,46,4,4,2,-128,233,4.35,0,2022-10-09
4122,20300403,20,4,1,4,0,0,9.433333333,1,2022-10-09
4121,20300403,39,4,3,5,192,-3,10.166666667,0,2022-10-09
4109,20300403,20,1,1,4,0,0,2.15,0,2022-10-09
4110,20300403,20,1,1,4,0,0,2.1,0,2022-10-09
4113,20300403,33,2,3,5,0,107,5.066666667,0,2022-10-09
4115,20300403,37,3,3,5,169,30,6.983333333,0,2022-10-09
4116,20300403,20,3,1,4,0,0,6.1,1,2022-10-09
4117,20300403,45,3,4,2,-146,212,4.45,1,2022-10-09
4118,20300403,37,3,2,5,138,104,3.05,0,2022-10-09
4111,20300403,38,2,3,5,181,-26,11.066666667,1,2022-10-09
4120,20300403,20,3,1,4,0,0,0.05,0,2022-10-09
4119,20300403,27,3,1,1,-25,71,0.15,0,2022-10-09
4112,20300403,20,2,1,4,0,0,7.8,1,2022-10-09
4133,20300429,23,2,1,4,-31,13,5.466666667,0,2022-10-09
4126,20300429,20,1,1,4,0,0,10.65,1,2022-10-09
4127,20300429,48,1,1,2,-48,281,4.166666667,1,2022-10-09
4128,20300429,35,1,5,5,-153,-11,3.533333333,1,2022-10-09
4129,20300429,46,1,2,2,120,235,0.4666666667,0,2022-10-09
4130,20300429,62,1,2,2,189,386,0,0,2022-10-09
4131,20300429,35,2,5,5,-108,105,7.466666667,1,2022-10-09
4132,20300429,45,2,2,2,158,194,5.566666667,0,2022-10-09
4134,20300429,37,2,5,5,-168,59,4.733333333,0,2022-10-09
4135,20300429,20,2,1,4,0,0,1.133333333,0,2022-10-09
4136,20300429,46,3,2,2,143,219,0.6833333333,0,2022-10-09
4137,20300429,40,2,2,5,108,176,0.01666666667,0,2022-10-09
4138,20300429,47,3,1,2,23,270,11.683333333,0,2022-10-09
4139,20300429,20,3,1,4,0,0,9.283333333,0,2022-10-09
4140,20300429,39,3,3,5,194,31,4.466666667,0,2022-10-09
4141,20300429,38,3,2,5,108,145,9.816666667,0,2022-10-09
4142,20300429,39,4,4,5,-102,169,8.516666667,0,2022-10-09
4144,20300462,25,3,1,1,54,-18,10.816666667,0,2022-10-09
4154,20300462,28,4,3,5,85,-1,5.133333333,1,2022-10-09
4143,20300462,45,1,2,2,107,0,11.6,1,2022-10-09
4158,20300462,30,4,3,5,102,-8,1.016666667,0,2022-10-09
4150,20300462,41,3,2,5,126,171,0,0,2022-10-09
4151,20300462,20,4,1,4,0,0,7.216666667,1,2022-10-09
4152,20300462,22,4,1,4,-28,0,6.35,0,2022-10-09
4153,20300462,24,4,1,1,-2,41,5.966666667,1,2022-10-09
4155,20300462,39,4,1,5,-41,186,2.95,0,2022-10-09
4156,20300462,22,4,1,4,15,22,2.116666667,0,2022-10-09
4149,20300462,20,3,1,4,0,0,3.316666667,1,2022-10-09
4157,20300462,21,4,1,4,15,-1,2.083333333,0,2022-10-09
4159,20300462,46,4,4,2,-223,138,0.3666666667,1,2022-10-09
4148,20300462,32,3,5,5,-125,-5,6.566666667,1,2022-10-09
4147,20300462,20,3,1,4,0,0,4.1,1,2022-10-09
4146,20300462,24,3,1,1,-29,31,9.133333333,1,2022-10-09
4145,20300462,24,2,1,1,43,-3,11.053333333,0,2022-10-09
4167,20300476,20,2,1,4,0,0,8.316666667,0,2022-10-09
4175,20300476,20,4,1,4,0,0,4.566666667,0,2022-10-09
4176,20300476,27,4,1,1,-25,66,2.866666667,0,2022-10-09
4174,20300476,20,4,1,4,0,0,4.716666667,0,2022-10-09
4168,20300476,20,2,1,4,0,0,7.8,0,2022-10-09
4169,20300476,45,2,1,2,-195,169,4.716666667,1,2022-10-09
4170,20300476,45,2,1,2,43,252,1.3,0,2022-10-09
4171,20300476,25,3,1,1,16,48,5.083333333,1,2022-10-09
4172,20300476,44,3,3,3,248,-1,2.65,1,2022-10-09
4173,20300476,46,3,4,5,-125,229,0.5333333333,0,2022-10-09
4160,20300476,34,1,1,5,-5,141,11.433333333,1,2022-10-09
4161,20300476,36,1,2,5,64,155,10.666666667,1,2022-10-09
4162,20300476,34,1,5,5,-105,94,6.07976,1,2022-10-09
4163,20300476,45,1,2,2,192,168,3.366666667,1,2022-10-09
4164,20300476,36,1,2,5,79,150,2.516666667,1,2022-10-09
4165,20300476,41,1,4,5,-133,169,1,0,2022-10-09
4166,20300476,39,1,1,5,59,0,0.01666666667,0,2022-10-09
4177,20300476,20,4,1,4,0,0,1.35,1,2022-10-09
4188,20300488,29,4,3,5,84,35,3.783333333,0,2022-10-09
4178,20300488,37,1,3,5,176,3,2.6,0,2022-10-09
4187,20300488,46,3,2,2,217,160,2.433333333,0,2022-10-09
4189,20300488,42,4,4,5,-141,178,2.366666667,0,2022-10-09
4179,20300488,27,2,1,1,-41,63,10.45,1,2022-10-09
4180,20300488,36,2,5,5,-166,-13,9.916666667,1,2022-10-09
4181,20300488,20,2,1,4,0,0,9.55,1,2022-10-09
4182,20300488,20,2,1,4,0,0,7.95,1,2022-10-09
4183,20300488,35,2,1,5,-8,0,4.683333333,0,2022-10-09
4184,20300488,20,2,1,4,0,0,1.133333333,1,2022-10-09
4185,20300488,20,3,1,4,0,0,10.366666667,1,2022-10-09
4186,20300488,37,3,3,5,151,95,3.95,0,2022-10-09
4200,20300500,41,3,3,5,210,10,8.533333333,0,2022-10-09
4190,20300500,41,1,1,5,200,72,11.883333333,0,2022-10-09
4191,20300500,37,1,4,5,-110,140,6.733333333,1,2022-10-09
4192,20300500,27,1,1,1,0,71,5.25,0,2022-10-09
4193,20300500,38,2,2,5,103,0,10.533333333,0,2022-10-09
4194,20300500,33,2,3,5,135,-14,9.433333333,0,2022-10-09
4195,20300500,26,2,1,1,1,0,7.016666667,1,2022-10-09
4196,20300500,39,2,2,5,90,174,6.183333333,1,2022-10-09
4197,20300500,37,2,5,5,-174,-6,5.55,0,2022-10-09
4198,20300500,29,2,5,5,-89,26,4.05,1,2022-10-09
4199,20300500,39,2,1,5,59,184,2.383333333,0,2022-10-09
4201,20300500,39,3,3,5,189,58,4.7,1,2022-10-09
4202,20300500,44,4,2,2,222,107,11.7,0,2022-10-09
4203,20300500,44,4,2,5,210,132,9.833333333,1,2022-10-09
4204,20300500,44,4,2,2,140,197,9.466666667,0,2022-10-09
4205,20300500,31,4,3,1,69,94,8.25,1,2022-10-09
4206,20300500,20,4,1,4,0,0,6.416666667,0,2022-10-09
4207,20300500,44,4,2,2,215,114,5.3,0,2022-10-09
4208,20300500,20,4,1,4,0,0,4.9,0,2022-10-09
4221,20300515,20,2,1,4,0,0,1.883333333,0,2022-10-09
4212,20300515,44,1,1,2,82,235,2.266666667,1,2022-10-09
4220,20300515,40,2,5,5,-179,99,2.416666667,0,2022-10-09
4219,20300515,20,2,1,4,0,0,3.85,1,2022-10-09
4218,20300515,20,2,1,4,0,0,4.533333333,0,2022-10-09
4211,20300515,34,1,1,5,16,143,4.133333333,1,2022-10-09
4217,20300515,41,2,4,5,-117,184,10.133333333,1,2022-10-09
4216,20300515,45,1,4,2,-99,230,0.03333333333,0,2022-10-09
4215,20300515,20,1,1,4,0,0,0.95,1,2022-10-09
4214,20300515,45,1,2,2,140,214,1.466666667,0,2022-10-09
4213,20300515,49,1,2,2,186,232,1.85,1,2022-10-09
4222,20300515,20,3,1,4,0,0,11.616666667,1,2022-10-09
4223,20300515,44,3,2,2,131,210,9.716666667,0,2022-10-09
4224,20300515,20,3,1,4,0,0,9.2,0,2022-10-09
4225,20300515,34,3,3,5,107,0,4.283333333,0,2022-10-09
4226,20300515,29,3,5,1,-74,0,3.616666667,0,2022-10-09
4210,20300515,35,1,5,5,-154,-5,9.066666667,1,2022-10-09
4209,20300515,20,1,1,4,0,0,10.666666667,0,2022-10-09
4227,20300531,35,1,3,5,138,79,6.3,1,2022-10-09
4229,20300531,22,1,1,4,-18,10,2.45,1,2022-10-09
4230,20300531,20,1,1,4,0,0,1.916666667,0,2022-10-09
4228,20300531,20,3,1,4,0,0,3.3,0,2022-10-09
4231,20300531,20,1,1,4,0,0,0.9333333333,1,2022-10-09
4236,20300625,25,1,1,1,5,51,3.533333333,0,2022-10-09
4232,20300625,41,1,2,5,71,206,9.55,1,2022-10-09
4233,20300625,37,1,1,5,0,0,5.183333333,1,2022-10-09
4235,20300625,33,3,1,2,29,237,4.15,0,2022-10-09
4237,20300625,37,2,4,5,-80,153,11.633333333,0,2022-10-09
4238,20300625,41,2,2,5,158,140,0.01666666667,1,2022-10-09
4239,20300625,44,4,2,2,128,212,1.183333333,0,2022-10-09
4234,20300625,37,1,1,5,-39,168,4.266666667,0,2022-10-09
4246,20300655,46,2,1,2,-23,263,4.87,0,2022-10-09
4240,20300655,44,1,4,2,-84,230,11.75,0,2022-10-09
4241,20300655,29,1,3,5,94,31,5.716666667,1,2022-10-09
4242,20300655,20,1,1,4,0,0,2.616666667,1,2022-10-09
4243,20300655,20,2,1,4,0,0,11.35,1,2022-10-09
4244,20300655,28,2,1,1,6,81,10.133333333,0,2022-10-09
4247,20300655,20,3,1,4,0,0,10.95,0,2022-10-09
4248,20300655,27,3,1,1,-29,0,9.15,0,2022-10-09
4249,20300655,32,3,3,1,77,104,7.5,0,2022-10-09
4250,20300655,20,3,1,4,0,0,7.233333333,1,2022-10-09
4251,20300655,42,3,1,6,-227,-19,4.85,0,2022-10-09
4245,20300655,20,2,1,4,0,0,9.983333333,0,2022-10-09
4253,20300756,46,2,2,2,158,209,2.2,1,2022-10-09
4252,20300756,25,3,1,1,51,31,4,0,2022-10-09
4255,20300756,49,4,2,2,141,255,3.033333333,0,2022-10-09
4254,20300756,45,3,1,2,-39,255,2.75,1,2022-10-09
4265,20300772,29,3,5,1,-67,69,7.45,1,2022-10-09
4264,20300772,20,3,1,4,0,0,8.6,1,2022-10-09
4263,20300772,20,2,1,4,0,0,6.050956805,0,2022-10-09
4262,20300772,20,2,1,4,0,0,0.7166666667,0,2022-10-09
4261,20300772,26,2,1,1,-64,18,1.816666667,0,2022-10-09
4260,20300772,39,2,4,5,-85,179,9.4,1,2022-10-09
4259,20300772,20,2,1,4,0,0,11.666666667,1,2022-10-09
4258,20300772,20,1,1,4,0,0,5.866666667,1,2022-10-09
4267,20300772,38,3,4,5,-135,120,3.033333333,1,2022-10-09
4266,20300772,22,3,1,4,16,15,4.75,1,2022-10-09
4269,20300772,20,4,1,4,0,0,2.15,1,2022-10-09
4270,20300772,45,4,2,2,138,215,1.3,0,2022-10-09
4256,20300772,26,1,1,1,51,41,9.066666667,0,2022-10-09
4257,20300772,20,1,1,4,0,0,5.9,0,2022-10-09
4268,20300772,32,4,1,5,-126,8,5.583333333,0,2022-10-09
4274,20300780,43,2,3,3,233,0,8.4,0,2022-10-09
4281,20300780,27,3,1,1,-52,56,8.35,0,2022-10-09
4282,20300780,20,3,1,4,0,0,5.95,1,2022-10-09
4283,20300780,36,3,1,5,-119,109,2.883333333,0,2022-10-09
4284,20300780,28,3,1,1,-31,76,0.01666666667,0,2022-10-09
4285,20300780,36,4,5,5,0,56,1.45,1,2022-10-09
4279,20300780,20,3,1,4,0,0,9.75,1,2022-10-09
4280,20300780,29,3,1,1,0,97,9.033333333,1,2022-10-09
4278,20300780,38,3,1,5,-184,12,10.733333333,1,2022-10-09
4277,20300780,20,3,1,4,0,0,11.666666667,1,2022-10-09
4276,20300780,34,2,3,5,115,92,0.3666666667,1,2022-10-09
4271,20300780,24,1,1,1,-41,17,10.083333333,0,2022-10-09
4272,20300780,26,1,1,1,64,20,6.566666667,1,2022-10-09
4273,20300780,20,2,1,4,0,0,9.566666667,1,2022-10-09
4275,20300780,21,2,1,4,0,5,6.816666667,1,2022-10-09
4294,20300793,29,3,5,5,-90,-6,8.133333333,0,2022-10-09
4291,20300793,36,2,3,5,154,51,6.183333333,0,2022-10-09
4286,20300793,34,1,5,5,-130,72,10.85,0,2022-10-09
4296,20300793,28,4,3,1,79,36,4.8,0,2022-10-09
4295,20300793,42,4,3,3,225,46,5.216666667,0,2022-10-09
4293,20300793,20,4,1,4,0,0,8.683333333,1,2022-10-09
4292,20300793,20,2,1,4,0,0,3.75,1,2022-10-09
4290,20300793,20,2,1,4,0,0,8.6,1,2022-10-09
4289,20300793,38,2,4,5,-122,138,10.333333333,0,2022-10-09
4288,20300793,32,1,5,5,-118,51,1.566666667,0,2022-10-09
4287,20300793,31,1,5,5,-107,45,3.75,1,2022-10-09
4304,20300808,43,2,3,3,232,31,70.94,0,2022-10-09
4305,20300808,20,2,1,5,0,0,3.283333333,0,2022-10-09
4306,20300808,35,2,3,5,130,82,1.433333333,0,2022-10-09
4307,20300808,37,3,2,5,128,123,11.266666667,0,2022-10-09
4308,20300808,20,3,1,4,0,0,9.133333333,1,2022-10-09
4300,20300808,45,1,2,2,0,207,0.7,1,2022-10-09
4312,20300808,20,4,1,4,0,0,10.5,1,2022-10-09
4311,20300808,20,3,1,4,0,0,0.6333333333,1,2022-10-09
4310,20300808,20,3,1,4,0,0,6.466666667,1,2022-10-09
4309,20300808,42,3,1,5,1,229,7.716666667,0,2022-10-09
4303,20300808,28,2,1,1,0,81,8.683333333,1,2022-10-09
4302,20300808,20,2,1,4,0,0,9.15,1,2022-10-09
4315,20300808,34,4,1,1,31,138,9.05,1,2022-10-09
4316,20300808,20,4,1,4,0,0,7.716666667,0,2022-10-09
4317,20300808,20,4,1,4,0,0,0.1666666667,1,2022-10-09
4301,20300808,36,2,5,5,-140,91,11.583333333,0,2022-10-09
4299,20300808,20,1,1,4,0,0,5.016666667,0,2022-10-09
4298,20300808,44,1,5,6,-238,0,7.25,1,2022-10-09
4297,20300808,20,1,1,4,0,0,10.183333333,1,2022-10-09
4314,20300808,20,4,1,4,0,0,9.633333333,1,2022-10-09
4313,20300808,20,4,1,4,0,0,10.216666667,1,2022-10-09
4334,20300831,20,4,1,4,0,0,3.216666667,1,2022-10-09
4327,20300831,20,2,1,4,0,0,7.066666667,1,2022-10-09
4324,20300831,25,1,1,1,38,0,0.65,1,2022-10-09
4323,20300831,26,1,1,1,13,68,0.6833333333,0,2022-10-09
4322,20300831,33,1,3,5,128,56,1.85,1,2022-10-09
4321,20300831,20,1,1,4,0,0,3.016666667,1,2022-10-09
4320,20300831,38,1,5,5,-171,79,4.603333333,0,2022-10-09
4319,20300831,36,1,3,5,161,0,10.166666667,1,2022-10-09
4318,20300831,20,1,1,4,0,0,11.166666667,1,2022-10-09
4325,20300831,25,2,1,1,-16,49,8.666666667,0,2022-10-09
4336,20300831,46,4,4,2,-180,189,1.216666667,1,2022-10-09
4328,20300831,26,2,1,1,-3,63,6.016666667,0,2022-10-09
4329,20300831,20,3,1,4,0,0,10.45,1,2022-10-09
4330,20300831,27,3,1,1,72,28,0.8166666667,0,2022-10-09
4331,20300831,42,4,5,6,-225,7,7.333333333,0,2022-10-09
4326,20300831,33,3,3,5,112,66,7.3,0,2022-10-09
4332,20300831,20,4,1,4,0,0,6.9,0,2022-10-09
4333,20300831,20,4,1,5,0,0,6.416666667,1,2022-10-09
4335,20300831,31,4,1,1,-39,104,2.566666667,0,2022-10-09
4352,20300836,47,3,4,2,-194,191,0,0,2022-10-09
4350,20300836,44,3,2,2,167,176,3.85,0,2022-10-09
4351,20300836,25,3,1,1,-34,41,2.533333333,0,2022-10-09
4358,20300836,30,4,1,5,47,92,3.083333333,0,2022-10-09
4353,20300836,28,4,3,1,79,35,11.7,0,2022-10-09
4354,20300836,20,4,1,4,0,0,11.016666667,1,2022-10-09
4355,20300836,32,4,5,5,-126,8,9.6,0,2022-10-09
4356,20300836,20,4,1,4,0,0,4.766666667,0,2022-10-09
4357,20300836,43,4,3,3,228,59,4.183333333,0,2022-10-09
4359,20300836,43,4,3,3,223,68,0.6166666667,1,2022-10-09
4337,20300836,20,1,1,4,0,0,10.466666667,1,2022-10-09
4349,20300836,20,3,1,4,0,0,7.5,1,2022-10-09
4348,20300836,36,3,3,5,158,51,9.883333333,1,2022-10-09
4360,20300836,46,4,2,2,164,202,0.03333333333,0,2022-10-09
4346,20300836,87,2,5,5,0,31,4.866666667,1,2022-10-09
4345,20300836,33,2,5,5,-89,105,5.9,0,2022-10-09
4344,20300836,20,2,1,4,0,0,6.8,0,2022-10-09
4343,20300836,31,1,5,5,-105,58,0,0,2022-10-09
4342,20300836,39,1,1,5,-56,186,0.6333333333,0,2022-10-09
4341,20300836,32,1,5,5,-95,87,1.6,0,2022-10-09
4340,20300836,25,1,1,1,-26,43,1.833333333,0,2022-10-09
4339,20300836,25,1,1,1,-36,0,7.833333333,1,2022-10-09
4338,20300836,20,1,1,4,0,0,9.75,1,2022-10-09
4347,20300836,20,3,1,4,0,0,10.25,1,2022-10-09
4371,20300848,26,4,1,1,61,12,10.133333333,0,2022-10-09
4369,20300848,46,3,4,2,0,0,8.15,0,2022-10-09
4368,20300848,45,3,4,5,-174,181,10.066666667,0,2022-10-09
4367,20300848,43,3,5,5,-237,-28,27.84,1,2022-10-09
4366,20300848,20,3,1,4,-8,5,11.283333333,0,2022-10-09
4365,20300848,41,2,2,5,144,166,0,0,2022-10-09
4364,20300848,32,1,1,1,54,114,1.433333333,0,2022-10-09
4372,20300848,23,4,1,4,15,31,7.75,0,2022-10-09
4363,20300848,37,1,5,5,-166,0,3.9,1,2022-10-09
4362,20300848,21,1,1,4,0,12,11.703333333,1,2022-10-09
4361,20300848,20,1,1,4,3,-1,11.583333333,1,2022-10-09
4370,20300848,45,3,1,2,56,245,0,1,2022-10-09
4373,20300848,23,4,1,4,33,7,6.766666667,0,2022-10-09
4381,20300858,20,3,1,4,0,0,3.633333333,1,2022-10-09
4377,20300858,20,2,1,4,0,0,11.466666667,0,2022-10-09
4378,20300858,44,2,4,2,0,171,1.966666667,0,2022-10-09
4379,20300858,48,2,2,2,121,253,0.1166666667,0,2022-10-09
4380,20300858,26,3,1,1,23,66,9.416666667,0,2022-10-09
4382,20300858,44,3,2,2,135,201,0.55,1,2022-10-09
4383,20300858,49,3,4,2,-159,252,0.03333333333,0,2022-10-09
4376,20300858,43,1,1,3,233,2,0.6666666667,1,2022-10-09
4375,20300858,37,1,5,5,-176,0,5.183333333,0,2022-10-09
4374,20300858,27,1,1,1,-51,61,9.7,1,2022-10-09
4393,20300881,29,4,5,1,-54,84,11.316666667,0,2022-10-09
4390,20300881,45,3,2,2,161,204,10.35,0,2022-10-09
4389,20300881,57,2,1,2,8,376,0,0,2022-10-09
4388,20300881,33,2,5,5,-115,79,3.5,0,2022-10-09
